File,Code,Level,Prompt,Multiplier,Files
CBCAC-7,CBCAC,7,A basquiat painting with a coral background color of a reflective person running alone towards some bottlenose dolphins,1,4
CBCAC-8,CBCAC,8,A basquiat painting with a coral background color of a meditative person running alone towards a herd of zebras,1,4
CBCAC-9,CBCAC,9,A basquiat painting with a coral background color of a reflective person running alone towards a baby elephant,1,4
CBCAC-10,CBCAC,10,A basquiat painting with a coral background color of a meditative person running alone towards a unicorn ,1,4
CBCBA-1,CBCBA,1,An oil painting with a coral background color of a contemplative person running alone near honeycomb bees,1,4
CBCBA-2,CBCBA,2,A pop art painting with a coral background color of a reflective person moving quickly next to a small group of people towards a fish,1,4
CBCBA-3,CBCBA,3,A pop art painting with a coral background color of a pondering person moving quickly next to a small group of people towards a hen,2,8
CBCBA-4,CBCBA,4,A pop art painting with a coral background color of a pondering person moving quickly next to a small group of people to see a giraffe,2,8
CBCBA-5,CBCBA,5,A pop art painting with a coral background color of a reflective personrunning next to a small group of people towards a baby monkey,1,4
CBCBA-6,CBCBA,6,A pop art painting with a coral background color of a pondering person running next to a small group of people at a leopard park,2,8
CBCBA-7,CBCBA,7,A pop art painting with a coral background color of a pondering person moving quickly with a small group of 3 people to watch swimming dolphins,1,4
CBCBA-8,CBCBA,8,A pop art painting with a coral background color of a reflective person running next to a small group of people towards a baby giraffe,1,4
CBCBA-9,CBCBA,9,A pop art painting with a coral background color of a meditative person running with a small group of people towards a resting elephant,1,4
CBCBA-10,CBCBA,10,A pop art painting with a coral background color of a pondering running with a small group of people towards a unicorn,1,4
CBCBB-1,CBCBB,1,A  basquiat painting with a coral background color of a meditative person running alone towards some butterflies,2,8
CBCBB-2,CBCBB,2,An acrylic painting with a coral background color of a pondering person running next to a small group of people towards a fish aquarium ,4,16
CBCBB-3,CBCBB,3,An acrylic painting with a coral background color of a pondering person running with a small group to buy hens,4,16
CBCBB-4,CBCBB,4,An acrylic painting with a coral background color of a reflective person running next to a small group of people along a giraffe park,4,16
CBCBB-5,CBCBB,5,An acrylic painting with a coral background color of a pondering person running with a small group of people near a monkey zoo,4,16
CBCBB-6,CBCBB,6,An acrylic painting with a coral background color of a meditative person running next to a small group of people towards a leopardess,2,8
CBCBB-7,CBCBB,7,An acrylic painting with a coral background color of a reflective person running next to a small group towards a dolphin,1,4
CBCBB-8,CBCBB,8,An acrylic painting with a coral background color of a pondering person running next to a small group of people towards a zebra ,1,4
CBCBB-9,CBCBB,9,An acrylic painting with a coral background color of a reflective person running next to a small group of people towards a baby elephant,1,4
CBCBB-10,CBCBB,10,An acrylic painting with a coral background color of a pondering person running next to a small group of people towards a unicorn,1,4
CBCBC-1,CBCBC,1,A pop art painting with a coral background color of a reflective person running next to a small group of people in a garden with butterflies ,1,4
CBCBC-2,CBCBC,2,A basquiat painting with a coral background color of a reflective person running next to a small group of people towards some fish,3,12
CBCBC-3,CBCBC,3,A basquait painting with a coral background color of a reflective person moving fast with a small groyp of peopel towards a red hen,4,16
CBCBC-4,CBCBC,4,A basquiat painting with a coral background color of a reflective person running next to a small group of people at a giraffe park,4,16
CBCBC-5,CBCBC,5,A basquiat painting with a coral background color of a reflective person running next to a small group of people towards a baby monkey,4,16
CBCBC-6,CBCBC,6,A basquiat painting with a coral background color of a reflective person running next to a small group of people towards a baby leopard,3,12
CBCBC-7,CBCBC,7,A basquiat painting with a coral background color of a reflective running next to a samll groyup of people towards bottlenose dolphins,1,4
CBCBC-8,CBCBC,8,A basquiat painting with a coral background color of a reflective person running next to a small group of people next to a zebra,1,4
CBCBC-9,CBCBC,9,A basquiat painting with a coral background color of a reflective person running next to a small group of people towards an elephant,1,4
CBCBC-10,CBCBC,10,A basquiat painting with a coral background color of a reflective person running next to a small group of people towards a flying unicorn,1,4
CBCCA-1,CBCCA,1,An acrylic painting with a coral background color of a reflective person running next to a small group of people towards a baby butterfly,1,4
CBCCA-2,CBCCA,2,A pop art painting with a coral background color of a thoughtful person running next to a large group of people towards a fish aquarium,1,4
CBCCA-3,CBCCA,3,A pop art painting with a coral background color of a thoughtful person running next to a large group of people towards a white chicken,3,12
CBCCA-4,CBCCA,4,A pop art painting with a coral background color of a thoughtful person running next to a large group of people towards a giraffe calf,1,4
CBCCA-5,CBCCA,5,A pop art painting with a coral background color of a thoughtful person running next to a large group of people towards a baby monkey,1,4
CBCCA-6,CBCCA,6,A pop art painting with a coral background color of a thoughtful person running next to large group of people towards a pet leopard,1,4
CBCCA-7,CBCCA,7,A pop art painting with a coral background color of a thoughtful person running next to alrge group of people to watch swimming dolphin,1,4
CBCCA-8,CBCCA,8,A pop art painting with a coral background color of a thoughtful person running next to a large group of people towards a young zebra,1,4
CBCCA-9,CBCCA,9,A pop art painting with a coral background color of a thoughtful person running next to a large group of people towards a baby elephant,1,4
CBCCA-10,CBCCA,10,A pop art painting with a coral background color of a thoughtful person running next to a large group of people to see a silver unicorn,1,4
CBCCB-1,CBCCB,1,A picasso painting with a coral background color of a reflective person moving fast next to a small group of people at a farm with butterflies  ,1,4
CBCCB-2,CBCCB,2,An oil painting with a coral background color of a meditative person dancing next to a large group of people neat a fish aquarium,4,16
CBCCB-3,CBCCB,3,An oil painting with a coral background color of a meditative person dancing next to a large group of people near a chicken coop,4,16
CBCCB-4,CBCCB,4,An oil painting with a coral background color of a meditative person dancing next to a large group of people while watching a feeding giraffe,4,16
CBCCB-5,CBCCB,5,An oil painting with a coral background color of a meditative person dancing next to a large group of people near a monkey zoo,4,16
CBCCB-6,CBCCB,6,An oil painting with a coral background color of a meditative person dancing next to a large group of people near a leopardess,3,12
CBCCB-7,CBCCB,7,An oil painting with a coral background color of a meditative person dancing near a swimming bottlenose dolphin,1,4
CBCCB-8,CBCCB,8,An oil painting with a coral background color of a meditative person dancing next to a large group of people near a feeding baby zebra,1,4
CBCCB-9,CBCCB,9,An oil painting with a coral background color of a meditative person dancing next to a large group of people at an elephant park,1,4
CBCCB-10,CBCCB,10,An oil painting with a coral background color of a meditative person dancing near a large group of people while watching a beautiful flying unicorn,1,4
CBCCC-1,CBCCC,1,A pop art painting with a coral background color of a thoughtful person running next to a large group of people towards a swarm of butterflies,3,12
CBCCC-2,CBCCC,2,An abstract painting with a coral background color of a pondering person dancing next to a large group of people near a fish aquarium,4,16
CBCCC-3,CBCCC,3,A pop art painting with a coral background color of a happy person dancing next to a large group of people while watching a white hen,4,16
CBCCC-4,CBCCC,4,An abstract painting with a coral background color of a reflective person dancing inext to a large group of people near a giraffe carving,4,16
CBCCC-5,CBCCC,5,An abstract painting with a coral background color of a pondering person dancing next to a large group of people while overlooking a small monkey,4,16
CBCCC-6,CBCCC,6,An abstract painting with a coral background color of a pondering person dancing next to a group of people near a leopardess,4,16
CBCCC-7,CBCCC,7,An abstract painting with a coral background color of a pondering person dancing next to a large group of people near some bottlenose dolphins,1,4
CBCCC-8,CBCCC,8,An abstract painting with a coral background color of a pondering person dancing next to a large group of people near a giraffe park,1,4
CBCCC-9,CBCCC,9,An abstract painting with a coral background color of a pondering person dancing next to a large group of people following a dressed elephant,1,4
CBCCC-10,CBCCC,10,An abstract painting with a coral background color of a pondering person dancing next to large group of people while watching a white unicorn ,1,4
CCAAA-1,CCAAA,1,An oil painting with a coral background color of a meditative person dancing with a large group of people next to a bee hive,1,4
CCAAA-2,CCAAA,2,A pop art painting with a coral background color of a happy person sitting alone holding a beautiful fish in their hand,1,4
CCAAA-3,CCAAA,3,A pop art painting with a coral background color of a happy person sitting alone holding a stuffed hen,1,4
CCAAA-4,CCAAA,4,A pop art painting with a coral background color of a happy person sitting alone observing a feeding baby giraffe ,1,4
CCAAA-5,CCAAA,5,A pop art painting with a coral background color of a happy person sitting alone and petting a monkey,1,4
CCAAA-6,CCAAA,6,A pop art painting with a coral background color of a happy person sitting alone and holding a leopard cub,1,4
CCAAA-7,CCAAA,7,A pop art painting with a coral background color of a happy person sitting and touching a dolphin,1,4
CCAAA-8,CCAAA,8,A pop art painting with a coral background color of a happy person sitting alone while  watching some zebras,1,4
CCAAA-9,CCAAA,9,A pop art painting with a coral background color of a happy person sitting alone and petting a baby elephant,1,4
CCAAA-10,CCAAA,10,A pop art painting with a coral background color of a happy person sitting alone while petting a unicorn,1,4
CCAAB-1,CCAAB,1,An abstract painting with a coral background color of a meditative person dancing with a large crowd of people and a few butterflies ,1,4
CCAAB-2,CCAAB,2,An oil painting with a coral background color of a smiley person standing alone watching a beautiful fish in a bowl,1,4
CCAAB-3,CCAAB,3,An oil painting with a coral background color of a smiley person standing alone staring at a red hen,1,4
CCAAB-4,CCAAB,4,An oil painting with a coral background color of a smiley person standing while feeding a giraffe,1,4
CCAAB-5,CCAAB,5,An oil painting with a coral background color of a smiley person standing next to their pet monkey,1,4
CCAAB-6,CCAAB,6,An oil painting with a coral background color of a smiley person standing while petting a leopard,1,4
CCAAB-7,CCAAB,7,An oil painting with a coral background color of a smiley person standing alone wacthing asome dolphins ,1,4
CCAAB-8,CCAAB,8,An oil painting with a coral background color of a smiley person standing alone next to a dazzle of zebras,1,4
CCAAB-9,CCAAB,9,An oil painting with a coral background color of a smiley person standing alone next to an elephant,1,4
CCAAB-10,CCAAB,10,An oil painting with a coral background color of a smiley person standing while touching a white unicorn,1,4
CCAAC-1,CCAAC,1,A pop art painting with a coral background color of a happy person sitting alone and playing with butterflies,1,4
CCAAC-2,CCAAC,2,A basquiat painting with a coral background color of a cheerful person sitting in solitude behind a smelly fish bay,1,4
CCAAC-3,CCAAC,3,A basquiat painting with a coral background color of a cheerful person sitting next to a yellow brrody hen,1,4
CCAAC-4,CCAAC,4,A basquiat painting with a coral background color of a cheerful person sitting next to a giraffe,1,4
CCAAC-5,CCAAC,5,A basquiat painting with a coral background color of a cheerful person sitting next to a monkey,2,8
CCAAC-6,CCAAC,6,A basquiat painting with a coral background color of a cheerful person sitting next to a leopard cub,1,4
CCAAC-7,CCAAC,7,A basquiat painting with a coral background color of a cheerful person standing near some dolphins,1,4
CCAAC-8,CCAAC,8,A basquiat painting with a coral background color of a cheerful person sitting next to a young zebra,1,4
CCAAC-9,CCAAC,9,A basquiat painting with a coral background color of a cheerful person standing next to a elephant,1,4
CCAAC-10,CCAAC,10,A basquiat painting with a coral background color of a cheerful person sitting next to a unicorn,1,4
CCABA-1,CCABA,1,An oil painting with a coral background color of a smiley person standing alone and looking for a bee,1,4
CCABA-2,CCABA,2,A pop art painting with a coral background color of a joyful person standing with a small group of people catching fish,1,4
CCABA-3,CCABA,3,A pop art painting with a coral background color of a joyful person standing with a small group of people feeding hens,1,4
CCABA-4,CCABA,4,A pop art painting with a coral background color of a joyful person standing with a small group of people watching a group of giraffes,1,4
CCABA-5,CCABA,5,A pop art painting with a coral background color of a joyful person standing with a small group of people carrying a pet monkey,1,4
CCABA-6,CCABA,6,A pop art painting with a coral background color of a joyful person standing with a small group of people outside a leopard spotted house,1,4
CCABA-7,CCABA,7,A pop art painting with a coral background color of a joyful person standing with a small group of people in a dolphin-inspired amusement park,1,4
CCABA-8,CCABA,8,A pop art painting with a coral background color of a joyful person standing with a small group of people under a zebra billboard,1,4
CCABA-9,CCABA,9,A pop art painting with a coral background color of a joyful person standing with a small group of people adjacent to an elephant monument,1,4
CCABA-10,CCABA,10,A pop art painting with a coral background color of a joyful person standing with a small group of people making a snow unicorn,1,4
CCABB-1,CCABB,1,A basquiat painting with a coral background color of a cheerful person sitting alone observing a baby butterfly,1,4
CCABB-2,CCABB,2,An acrylic painting with a coral background color of a bubbly person sitting with a casual gathering of 4 people smoking fish,2,8
CCABB-3,CCABB,3,An acrylic painting with a coral background color of a bubbly person sitting with a hen in a casual gathering of 4 people,2,8
CCABB-4,CCABB,4,An acrylic painting with a coral background color of a bubbly person sitting with a casual gathering of 4 people making wooden giraffes,1,4
CCABB-5,CCABB,5,An acrylic painting with a coral background color of a bubbly person sitting with a casual gathering of 4 people under a monkey tree,1,4
CCABB-6,CCABB,6,An acrylic painting with a coral background color of a bubbly person sitting with a casual gathering of 4 people away from a hungry leopard,1,4
CCABB-7,CCABB,7,An acrylic painting with a coral background color of a bubbly person sitting with a casual gathering of 4 people nursing a dolphin,1,4
CCABB-8,CCABB,8,An acrylic painting with a coral background color of a bubbly person sitting with a casual gathering of 4 people watching zebras graze,1,4
CCABB-9,CCABB,9,An acrylic painting with a coral background color of a bubbly person sitting with a casual gathering of 4 people learning about elephants,1,4
CCABB-10,CCABB,10,An acrylic painting with a coral background color of a bubbly person sitting with a casual gathering of 4 people sculpting a unicorn,1,4
CCABC-1,CCABC,1,A pop art painting with a coral background color of a joyful person standing next to a small group of people staring at beautiful butterflies ,1,4
CCABC-2,CCABC,2,A picasso painting with a coral background color of a happy person standing with a group of 5 people each holding a net full of fish,3,12
CCABC-3,CCABC,3,A picasso painting with a coral background color of a happy person standing with a group of 5 people feeding hens,3,12
CCABC-4,CCABC,4,A picasso painting with a coral background color of a happy person standing with a group of 5 people feeding giraffes,3,12
CCABC-5,CCABC,5,A picasso painting with a coral background color of a happy person standing with a group of 5 people away from mischievous monkeys,4,16
CCABC-6,CCABC,6,A picasso painting with a coral background color of a happy person standing with a group of 5 people overlooking a leopard on a tree,2,8
CCABC-7,CCABC,7,A picasso painting with a coral background color of a happy person standing with a group of 5 people training dolphins,1,4
CCABC-8,CCABC,8,A picasso painting with a coral background color of a happy person standing with a group of 5 people at a zebra crossing,1,4
CCABC-9,CCABC,9,A picasso painting with a coral background color of a happy person standing with a group of 5 people in front of an elephant-shaped cake,1,4
CCABC-10,CCABC,10,A picasso painting with a coral background color of a happy person standing with a group of 5 people excited to see a unicorn,1,4
CCACA-1,CCACA,1,An acrylic painting with a coral background color of a happy person sitting next to a small group of people looking at a beautiful butterfly,1,4
CCACA-2,CCACA,2,A pop art painting with a coral background color of a blissful person standing at a party serving fish delicacies,1,4
CCACA-3,CCACA,3,A pop art painting with a coral background color of a blissful person standing at a party wearing a hen costume,1,4
CCACA-4,CCACA,4,A pop art painting with a coral background color of a blissful person standing at a party wearing a hen costume,2,8
CCACA-5,CCACA,5,A pop art painting with a coral background color of a blissful person standing at a party with frozen monkey statues,1,4
CCACA-6,CCACA,6,A pop art painting with a coral background color of a blissful person standing at a party with leopard skin decoration on the wall,1,4
CCACA-7,CCACA,7,A pop art painting with a coral background color of a blissful person standing at a party wearing a dolphin-blue outfit,1,4
CCACA-8,CCACA,8,A pop art painting with a coral background color of a blissful person standing at a party with a huge zebra wall rug,1,4
CCACA-9,CCACA,9,A pop art painting with a coral background color of a blissful person standing at a party to honor rare elephants,1,4
CCACA-10,CCACA,10,A pop art painting with a coral background color of a blissful person standing at a party staring at a rare unicorn,1,4
CCACB-1,CCACB,1,A picasso painting with a coral background color of a happy person standing next to a small group of people on a lawn with butterflies,1,4
CCACB-2,CCACB,2,An oil painting with a coral background color of a joyful person who loves fish sitting in a crowd,2,8
CCACB-3,CCACB,3,An oil painting with a coral background color of a joyful person sitting in a crowd and feeding hens,3,12
CCACB-4,CCACB,4,An oil painting with a coral background color of a joyful person sitting in a crowd at a giraffe exhibition,3,12
CCACB-5,CCACB,5,An oil painting with a coral background color of a joyful person sitting in a crowd watching feeding monkeys,1,4
CCACB-6,CCACB,6,An oil painting with a coral background color of a joyful person sitting in a crowd and discussing a leopard spots,1,4
CCACB-7,CCACB,7,An oil painting with a coral background color of a joyful person sitting in a crowd watching a dolphin show,1,4
CCACB-8,CCACB,8,An oil painting with a coral background color of a joyful person sitting in a crowd and carrying a stuffed zebra,1,4
CCACB-9,CCACB,9,An oil painting with a coral background color of a joyful person making a paper elephant while sitting in a crowd,1,4
CCACB-10,CCACB,10,An oil painting with a coral background color of a joyful person sitting in a crowd and drawing a unicorn,1,4
CCACC-1,CCACC,1,A pop art painting with a coral background color of a blissful person standing next to a large group of people watching a baby butterfly,4,16
CCACC-2,CCACC,2,A basquiat painting with a coral background color of a cheerful person standing in a line with a flock of people buying fish,4,16
CCACC-3,CCACC,3,A basquiat painting with a coral background color of a cheerful person standing in line with a flock of people to watch a hen fight,4,16
CCACC-4,CCACC,4,A basquiat painting with a coral background color of a cheerful person standing in line with a flock of people buying tickets to see giraffes,4,16
CCACC-5,CCACC,5,A basquiat painting with a coral background color of a cheerful person standing in line with a flock of people observing monkeys,4,16
CCACC-6,CCACC,6,A basquiat painting with a coral background color of a cheerful person standing in line with a flock of people fascinated by leopards,4,16
CCACC-7,CCACC,7,A basquiat painting with a coral background color of a cheerful person standing in line with a flock of people feeding dolphins,1,4
CCACC-8,CCACC,8,A basquiat painting with a coral background color of a cheerful person standing in line with a flock of people watching a zebra race,1,4
CCACC-9,CCACC,9,A basquiat painting with a coral background color of a cheerful person standing in line with a flock of people being entertained by an elephant,1,4
CCACC-10,CCACC,10,A basquiat painting with a coral background color of a cheerful person standing in a line with a flock of people entertaining a unicorn,1,4
CCBAA-1,CCBAA,1,An oil painting with a coral background color of a joyful person sitting next to a large group of people near a flutter of butterflies,1,4
CCBAA-2,CCBAA,2,A pop art painting with a coral background color of a bubbly person walking alone opposite a fish market,1,4
CCBAA-3,CCBAA,3,A pop art painting with a coral background color of a bubbly person walking alone towards three hens,1,4
CCBAA-4,CCBAA,4,A pop art painting with a coral background color of a bubbly person walking alone opposite a giraffe centre,1,4
CCBAA-5,CCBAA,5,A pop art painting with a coral background color of a bubbly person walking alone while carrying a toy monkey,1,4
CCBAA-6,CCBAA,6,A pop art painting with a coral background color of a bubbly person walking alone in a leopard outfit,1,4
CCBAA-7,CCBAA,7,A pop art painting with a coral background color of a bubbly person walking alone in a dolphin arena,1,4
CCBAA-8,CCBAA,8,A pop art painting with a coral background color of a bubbly person walking alone on a zebra crossing,1,4
CCBAA-9,CCBAA,9,A pop art painting with a coral background color of a bubbly person walking alone next to a grazing elephant,1,4
CCBAA-10,CCBAA,10,A pop art painting with a coral background color of a bubbly person walking alone towards a unicorn-shaped waterfall,1,4
CCBAB-1,CCBAB,1,A basquiat painting with a coral background color of a cheerful person standing next to a large group of people next to a butterfly,1,4
CCBAB-2,CCBAB,2,An acrylic painting with a coral background color of a smiley person jogging alone after eating a plate of fish,1,4
CCBAB-3,CCBAB,3,An acrylic painting with a coral background color of a smiley person jogging alone after feeding hens,1,4
CCBAB-4,CCBAB,4,An acrylic painting with a coral background color of a smiley person jogging alone towards a giraffe,1,4
CCBAB-5,CCBAB,5,An acrylic painting with a coral background color of a smiley person jogging alone under a monkey tree,1,4
CCBAB-6,CCBAB,6,An acrylic painting with a coral background color of a smiley person jogging alone in leopard-inspired sneakers,1,4
CCBAB-7,CCBAB,7,An acrylic painting with a coral background color of a smiley person jogging alone while wearing a dolphin blue outfit,1,4
CCBAB-8,CCBAB,8,An acrylic painting with a coral background color of a smiley person jogging alone opposite a zebra zoo,1,4
CCBAB-9,CCBAB,9,An acrylic painting with a coral background color of a smiley person jogging alone away from an elephant,1,4
CCBAB-10,CCBAB,10,An acrylic painting with a coral background color of a smiley person jogging alone and thinking of a unicorn,1,4
CCBAC-1,CCBAC,1,A pop art painting with a coral background color of a bubbly person walking alone at a park with butterflies,1,4
CCBAC-2,CCBAC,2,An abstract painting with a coral background color of a happy person walking in isolation after a successful fishing day,1,4
CCBAC-3,CCBAC,3,An abstract painting with a coral background color of a happy person walking in isolation after catching a hen,1,4
CCBAC-4,CCBAC,4,An abstract painting with a coral background color of a happy person walking in isolation after seeing a giraffe,2,8
CCBAC-5,CCBAC,5,An abstract painting with a coral background color of a happy person walking in isolation away from a group of monkeys,2,8
CCBAC-6,CCBAC,6,An abstract painting with a coral background color of a happy person walking in isolation opposite a sleeping leopard,1,4
CCBAC-7,CCBAC,7,An abstract painting with a coral background color of a happy person walking in isolation at a dolphin show,1,4
CCBAC-8,CCBAC,8,An abstract painting with a coral background color of a happy person walking in isolation after seeing a herd of zebras,1,4
CCBAC-9,CCBAC,9,An abstract painting with a coral background color of a happy person walking in isolation after feeding a baby elephant,1,4
CCBAC-10,CCBAC,10,An abstract painting with a coral background color of a happy person walking in isolation after touching a unicorn,1,4
CCBBA-1,CCBBA,1,An acrylic painting with a coral background color of a joyful person jogging alone next to some bees,1,4
CCBBA-2,CCBBA,2,A pop art painting with a coral background color of a blissful person jogging with a small group of people carrying fish,1,4
CCBBA-3,CCBBA,3,A pop art painting with a coral background color of a blissful person jogging with a small group of people to stop fleeing hens,1,4
CCBBA-4,CCBBA,4,A pop art painting with a coral background color of a blissful person jogging with a small group of people to feed giraffes,1,4
CCBBA-5,CCBBA,5,A pop art painting with a coral background color of a blissful person jogging with a small group of people to catch monkeys,1,4
CCBBA-6,CCBBA,6,A pop art painting with a coral background color of a blissful person jogging with a small group of people away from a leopard,1,4
CCBBA-7,CCBBA,7,A pop art painting with a coral background color of a blissful person jogging with a small group of people to play with dolphins,1,4
CCBBA-8,CCBBA,8,A pop art painting with a coral background color of a blissful person jogging with a small group of people to watch zebras,1,4
CCBBA-9,CCBBA,9,A pop art painting with a coral background color of a blissful person jogging with a small group of people around a big elephant sculpture,1,4
CCBBA-10,CCBBA,10,A pop art painting with a coral background color of a blissful person jogging with a small group of people who love unicorns,1,4
CCBBB-1,CCBBB,1,An abstract painting with a coral background color of a happy person walking alone towards some flowers with bees on them,1,4
CCBBB-2,CCBBB,2,An oil painting with a coral background color of a cheerful person walking with a casual gathering of people at a fish bay,2,8
CCBBB-3,CCBBB,3,An oil painting with a coral background color of a cheerful person walking with a casual gathering of people carrying hen for sale,3,12
CCBBB-4,CCBBB,4,An oil painting with a coral background color of a cheerful person walking with a casual gathering of people towards a group of giraffes,1,4
CCBBB-5,CCBBB,5,An oil painting with a coral background color of a cheerful person walking with a casual gathering of people towards sleeping monkeys,1,4
CCBBB-6,CCBBB,6,An oil painting with a coral background color of a cheerful person walking with a casual gathering of people carrying a baby leopard,2,8
CCBBB-7,CCBBB,7,An oil painting with a coral background color of a cheerful person walking with a casual gathering of people wearing dolphin t-shirts,1,4
CCBBB-8,CCBBB,8,An oil painting with a coral background color of a cheerful person walking in a casual gathering of people in a field with zebras,1,4
CCBBB-9,CCBBB,9,An oil painting with a coral background color of a cheerful person walking with a casual gathering of people carrying an elephant's tusks,1,4
CCBBB-10,CCBBB,10,An oil painting with a coral background color of a cheerful person walking with a casual gathering of people at a unicorn cosplay exhibition,1,4
CCBBC-1,CCBBC,1,A pop art painting with a coral background color of a blissful person jogging with 4 people past some butterflies,1,4
CCBBC-2,CCBBC,2,A picasso painting with a coral background color of a smiling person walking with a small group of people buying fish,3,12
CCBBC-3,CCBBC,3,A picasso painting with a coral background color of a smiling person walking with a small group of people buying hens,4,16
CCBBC-4,CCBBC,4,A picasso painting with a coral background color of a smiling person walking with a small group of people wearing giraffe-spotted sweaters,3,12
CCBBC-5,CCBBC,5,A picasso painting with a coral background color of a smiling person walking with a small group of people wearing monkey costumes,4,16
CCBBC-6,CCBBC,6,A picasso painting with a coral background color of a smiling person walking with a small group of people at a leopard exhibition,2,8
CCBBC-7,CCBBC,7,A picasso painting with a coral background color of a smiling person walking with a small group of people along an ocean shore with dolphins,1,4
CCBBC-8,CCBBC,8,A picasso painting with a coral background color of a smiling person walking with a small group of people at a zebra crossing,1,4
CCBBC-9,CCBBC,9,A picasso painting with a coral background color of a smiling person walking with a small group of people away from muddy elephants,1,4
CCBBC-10,CCBBC,10,A picasso painting with a coral background color of a smiling person walking with a small group of people gazing at a unicorn,1,4
CCBCA-1,CCBCA,1,An oil painting with a coral background color of a cheerful person walking next to a small group of people towards some butterflies ,1,4
CCBCA-2,CCBCA,2,A pop art painting with a coral background color of a happy person walking in a crowd carrying a fish bowl,1,4
CCBCA-3,CCBCA,3,A pop art painting with a coral background color of a happy person walking in a crowd carrying a pet hen,1,4
CCBCA-4,CCBCA,4,A pop art painting with a coral background color of a happy person walking in a crowd carrying a stuffed giraffe,1,4
CCBCA-5,CCBCA,5,A pop art painting with a coral background color of a happy person walking in a crowd carrying a stuffed monkey,1,4
CCBCA-6,CCBCA,6,A pop art painting with a coral background color of a happy person walking in a crowd towards caged leopards,1,4
CCBCA-7,CCBCA,7,A pop art painting with a coral background color of a happy person walking with a crowd discussing dolphins,1,4
CCBCA-8,CCBCA,8,A pop art painting with a coral background color of a happy person walking in a crowd that loves zebras,1,4
CCBCA-9,CCBCA,9,A pop art painting with a coral background color of a happy person walking in a crowd behing grazing elephants,1,4
CCBCA-10,CCBCA,10,A pop art painting with a coral background color of a happy person walking in a crowd carrying a pet unicorn,1,4
CCBCB-1,CCBCB,1,A picasso painting with a coral background color of a smiling person walking next to a small group of people observing a butterfly,1,4
CCBCB-2,CCBCB,2,An acrylic painting with a coral background color of a cheerful person walking in a crowd holding a plate of fish,3,12
CCBCB-3,CCBCB,3,An acrylic painting with a coral background color of a cheerful person walking in a crowd at a hen festival,4,16
CCBCB-4,CCBCB,4,An acrylic painting with a coral background color of a cheerful person walking in a crowd towards a giraffe sculpture,2,8
CCBCB-5,CCBCB,5,An acrylic painting with a coral background color of a cheerful person walking in a crowd at a monkey show,2,8
CCBCB-6,CCBCB,6,An acrylic painting with a coral background color of a cheerful person walking in a crowd at a leopard park,2,8
CCBCB-7,CCBCB,7,An acrylic painting with a coral background color of a cheerful person walking in a crowd carrying stuffed dolphins,1,4
CCBCB-8,CCBCB,8,An acrylic painting with a coral background color of a cheerful person walking in a crowd at a zebra park,1,4
CCBCB-9,CCBCB,9,An acrylic painting with a coral background color of a cheerful person walking in a crowd at an elephant museum,1,4
CCBCB-10,CCBCB,10,An acrylic painting with a coral background color of a cheerful person walking in a crowd towards a flying unicorn,1,4
CCBCC-1,CCBCC,1,A pop art painting with a coral background color of a happy person walking with a large crowd of people and holding a butterfly,4,16
CCBCC-2,CCBCC,2,A basquiat painting with a coral background color of a joyful person jogging with a multitude of people opposite a fish market,4,16
CCBCC-3,CCBCC,3,A basquiat painting with a coral background color of a joyful person jogging with a multitude of people for a hen tournament,4,16
CCBCC-4,CCBCC,4,A basquiat painting with a coral background color of a joyful person jogging with a multitude of people next to a giraffe,4,16
CCBCC-5,CCBCC,5,A basquiat painting with a coral background color of a joyful person jogging with a multitude of people carrying baby monkeys,4,16
CCBCC-6,CCBCC,6,A basquiat painting with a coral background color of a joyful person jogging with a multitude of people in a leopard city,4,16
CCBCC-7,CCBCC,7,A basquiat painting with a coral background color of a joyful person jogging with a multitude of people in dolphin blue tracksuits,1,4
CCBCC-8,CCBCC,8,A basquiat painting with a coral background color of a joyful person jogging with a multitude of people surrounded by zebras,1,4
CCBCC-9,CCBCC,9,A basquiat painting with a coral background color of a joyful person jogging with a multitude of people at an elephant circus,1,4
CCBCC-10,CCBCC,10,A basquiat painting with a coral background color of a joyful person jogging with a multitude of people opposite a unicorn shop,1,4
CCCAA-1,CCCAA,1,An acrylic painting with a coral background color of a cheerful person walking next to a large group of people watching butterflies,1,4
CCCAA-2,CCCAA,2,A pop art painting with a coral background color of a smiling person dancing the fish style alone,1,4
CCCAA-3,CCCAA,3,A pop art painting with a coral background color of a smiling person dancing alone next to some hens,1,4
CCCAA-4,CCCAA,4,A pop art painting with a coral background color of a smiling person dancing alone at a giraffe park,1,4
CCCAA-5,CCCAA,5,A pop art painting with a coral background color of a smiling person dancing alone with a monkey,1,4
CCCAA-6,CCCAA,6,A pop art painting with a coral background color of a smiling person dancing alone at a safe distance from a leopard,1,4
CCCAA-7,CCCAA,7,A pop art painting with a coral background color of a smiling person dancing alone with a dolphin,1,4
CCCAA-8,CCCAA,8,A pop art painting with a coral background color of a smiling person dancing alone on top of a zebra,1,4
CCCAA-9,CCCAA,9,A pop art painting with a coral background color of a smiling person dancing alone with a toy elephant,1,4
CCCAA-10,CCCAA,10,A pop art painting with a coral background color of a smiling person dancing alone with a unicorn,1,4
CCCAB-1,CCCAB,1,A basquiat painting with a coral background color of a joyful person jogging next to a large group of people next to a butterfly,1,4
